,Subject_id,Number of EEG channels,EEG channel names,Sampling frequency
10,16459NS_Stade_experiimental-SJ_1.edf,25,"[EEG Fp1, EEG Fp2, EEG F7, EEG F8, EEG F3, EEG F4, EEG T3, EEG T4, EEG C3, EEG C4, EEG T5, EEG T6, EEG P3, EEG P4, EEG O1, EEG O2, EEG Fz, EEG Cz, EEG Pz, EEG Oz, EEG A2, EMG emg1, EMG emg2, EMG emg3, ECG ecg1]",256.0
11,10005NSSOMANA_Stade_experimental-A.edf,21,"[EEG Fp1, EEG Fp2, EEG F3, EEG F4, EEG F7, EEG F8, EEG C3, EEG C4, EEG P3, EEG P4, EEG O1, EEG O2, EEG T3, EEG T4, EEG T5, EEG T6, EEG Fz, EEG Cz, EEG Pz, EEG Oz, EMG EMG]",256.0
12,16459NS_Stade_experiimental-SJ_2.edf,25,"[EEG Fp1, EEG Fp2, EEG F7, EEG F8, EEG F3, EEG F4, EEG T3, EEG T4, EEG C3, EEG C4, EEG T5, EEG T6, EEG P3, EEG P4, EEG O1, EEG O2, EEG Fz, EEG Cz, EEG Pz, EEG Oz, EEG A2, EMG emg1, EMG emg2, EMG emg3, ECG ecg1]",256.0
13,16143NOS_Stade_dépistage-A.edf,5,"[EEG F4, EEG F3, EEG C4, EEG C3, EEG O2]",256.0
14,16461N0S_Stade_dépistage.edf,11,"[EMG emg1, EMG emg2, EMG emg3, EEG C4, EEG C3, EEG O2, EEG O1, ECG ecg1, ECG ecg2, ECG ECG3, EEG F3]",512.0
15,16143NS1_Stade_experimental-A.edf,21,"[EEG Fp1, EEG Fp2, EEG F3, EEG F4, EEG F7, EEG F8, EEG C3, EEG C4, EEG P3, EEG P4, EEG O1, EEG O2, EEG T3, EEG T4, EEG T5, EEG T6, EEG Fz, EEG Cz, EEG Pz, EEG Oz, EMG EMG]",256.0
16,16318EA_Stade_dépistage-A.edf,6,"[EMG emg1-emg2, EMG emg2-emg3, EMG emg1-emg3, EEG C4, EEG C3, EEG O2]",256.0
17,16461NS_Stade_experiimental-SJ.edf,25,"[EEG Fp1, EEG Fp2, EEG F7, EEG F8, EEG F3, EEG F4, EEG T3, EEG T4, EEG C3, EEG C4, EEG T5, EEG T6, EEG P3, EEG P4, EEG O1, EEG O2, EEG Fz, EEG Cz, EEG Pz, EEG Oz, EEG A2, EMG emg1, EMG emg2, EMG emg3, ECG ecg1]",256.0
18,16318N0-1_Stade_dépistage-A.edf,6,"[EMG emg1-emg2, EMG emg2-emg3, EMG emg1-emg3, EEG C4, EEG C3, EEG O2]",256.0
19,16318NS_Stade_experimental-A.edf,21,"[EEG Fp1, EEG Fp2, EEG F3, EEG F4, EEG F7, EEG F8, EEG C3, EEG C4, EEG P3, EEG P4, EEG O1, EEG O2, EEG T3, EEG T4, EEG T5, EEG T6, EEG Fz, EEG Cz, EEG Pz, EEG Oz, EMG EMG]",256.0
20,16462N0S_Stade_dépistage.edf,11,"[EMG emg1, EMG emg2, EMG emg3, EEG C4, EEG C3, EEG O2, EEG O1, ECG ecg1, ECG ecg2, ECG ECG3, EEG F3]",512.0
21,16328EA_Stade_dépistage-A.edf,6,"[EMG emg1-emg2, EMG emg2-emg3, EMG emg1-emg3, EEG C4, EEG C3, EEG O2]",256.0
22,16328N0_Stade_dépistage-A.edf,6,"[EMG emg1-emg2, EMG emg2-emg3, EMG emg1-emg3, EEG C4, EEG C3, EEG O2]",256.0
23,16462NS_Stade_experiimental-SJ.edf,25,"[EEG Fp1, EEG Fp2, EEG F7, EEG F8, EEG F3, EEG F4, EEG T3, EEG T4, EEG C3, EEG C4, EEG T5, EEG T6, EEG P3, EEG P4, EEG O1, EEG O2, EEG Fz, EEG Cz, EEG Pz, EEG Oz, EEG A2, EMG emg1, EMG emg2, EMG emg3, ECG ecg1]",256.0
24,16328NS1_Stade_experimental-A.edf,21,"[EEG Fp1, EEG Fp2, EEG F3, EEG F4, EEG F7, EEG F8, EEG C3, EEG C4, EEG P3, EEG P4, EEG O1, EEG O2, EEG T3, EEG T4, EEG T5, EEG T6, EEG Fz, EEG Cz, EEG Pz, EEG Oz, EMG EMG]",256.0
25,16331EA_Stade_dépistage-A.edf,6,"[EMG emg1-emg2, EMG emg2-emg3, EMG emg1-emg3, EEG C4, EEG C3, EEG O2]",256.0
26,16466N0S_Stade_dépistage.edf,11,"[EMG emg1, EMG emg2, EMG emg3, EEG C4, EEG C3, EEG O2, EEG O1, ECG ecg1, ECG ecg2, ECG ECG3, EEG F3]",512.0
27,16331N0_Stade_dépistage-A.edf,6,"[EMG emg1-emg2, EMG emg2-emg3, EMG emg1-emg3, EEG C4, EEG C3, EEG O2]",256.0
28,16331NS_Stade_experimental-A_1.edf,21,"[EEG Fp1, EEG Fp2, EEG F3, EEG F4, EEG F7, EEG F8, EEG C3, EEG C4, EEG P3, EEG P4, EEG O1, EEG O2, EEG T3, EEG T4, EEG T5, EEG T6, EEG Fz, EEG Cz, EEG Pz, EEG Oz, EMG EMG]",256.0
29,16466NSA_Stade_experiimental-SJ.edf,25,"[EEG Fp1, EEG Fp2, EEG F7, EEG F8, EEG F3, EEG F4, EEG T3, EEG T4, EEG C3, EEG C4, EEG T5, EEG T6, EEG P3, EEG P4, EEG O1, EEG O2, EEG Fz, EEG Cz, EEG Pz, EEG Oz, EEG A2, EMG emg1, EMG emg2, EMG emg3, ECG ecg1]",256.0
30,16331NS_Stade_experimental-A_2.edf,21,"[EEG Fp1, EEG Fp2, EEG F3, EEG F4, EEG F7, EEG F8, EEG C3, EEG C4, EEG P3, EEG P4, EEG O1, EEG O2, EEG T3, EEG T4, EEG T5, EEG T6, EEG Fz, EEG Cz, EEG Pz, EEG Oz, EMG EMG]",256.0
31,16333NS_Stade_experimental-A.edf,21,"[EMG EMG, EEG Fp1, EEG Fp2, EEG F3, EEG F4, EEG F7, EEG F8, EEG C3, EEG C4, EEG P3, EEG P4, EEG O1, EEG O2, EEG T3, EEG T4, EEG T5, EEG T6, EEG Fz, EEG Cz, EEG Pz, EEG Oz]",256.0
32,16467N0S_Stade_dépistage.edf,11,"[EMG emg1, EMG emg2, EMG emg3, EEG C4, EEG C3, EEG O2, EEG O1, ECG ecg1, ECG ecg2, ECG ECG3, EEG F3]",512.0
33,16336NS1_Stade_experimental-A.edf,21,"[EEG Fp1, EEG Fp2, EEG F3, EEG F4, EEG F7, EEG F8, EEG C3, EEG C4, EEG P3, EEG P4, EEG O1, EEG O2, EEG T3, EEG T4, EEG T5, EEG T6, EEG Fz, EEG Cz, EEG Pz, EEG Oz, EMG EMG]",256.0
34,16341_Stade_dépistage-A.edf,6,"[EMG emg1-emg2, EMG emg2-emg3, EMG emg1-emg3, EEG C4, EEG C3, EEG O2]",256.0
35,16467NS_Stade_experiimental-SJ.edf,25,"[EEG Fp1, EEG Fp2, EEG F7, EEG F8, EEG F3, EEG F4, EEG T3, EEG T4, EEG C3, EEG C4, EEG T5, EEG T6, EEG P3, EEG P4, EEG O1, EEG O2, EEG Fz, EEG Cz, EEG Pz, EEG Oz, EEG A2, EMG emg1, EMG emg2, EMG emg3, ECG ecg1]",256.0
36,16341NS_Stade_experimental-A.edf,21,"[EEG Fp1, EEG Fp2, EEG F3, EEG F4, EEG F7, EEG F8, EEG C3, EEG C4, EEG P3, EEG P4, EEG O1, EEG O2, EEG T3, EEG T4, EEG T5, EEG T6, EEG Fz, EEG Cz, EEG Pz, EEG Oz, EMG EMG]",256.0
37,16349N0_Stade_dépistage-A.edf,6,"[EMG emg1-emg2, EMG emg2-emg3, EMG emg1-emg3, EEG C4, EEG C3, EEG O2]",256.0
38,16469N0S_Stade_dépistage_1.edf,11,"[EMG emg1, EMG emg2, EMG emg3, EEG C4, EEG C3, EEG O2, EEG O1, ECG ecg1, ECG ecg2, ECG ECG3, EEG F3]",512.0
39,16349NS_Stade_experimental-A.edf,21,"[EEG Fp1, EEG Fp2, EEG F3, EEG F4, EEG F7, EEG F8, EEG C3, EEG C4, EEG P3, EEG P4, EEG O1, EEG O2, EEG T3, EEG T4, EEG T5, EEG T6, EEG Fz, EEG Cz, EEG Pz, EEG Oz, EMG EMG]",256.0
40,16350N0_Stade_dépistage-A.edf,6,"[EMG emg1-emg2, EMG emg2-emg3, EMG emg1-emg3, EEG C4, EEG C3, EEG O2]",256.0
41,16469N0S_Stade_dépistage_2.edf,11,"[EMG emg1, EMG emg2, EMG emg3, EEG C4, EEG C3, EEG O2, EEG O1, ECG ecg1, ECG ecg2, ECG ECG3, EEG F3]",512.0
42,16350NS_Stade_experimental-A.edf,21,"[EEG Fp1, EEG Fp2, EEG F3, EMG EMG, EEG F4, EEG F7, EEG F8, EEG C3, EEG C4, EEG P3, EEG P4, EEG O1, EEG O2, EEG T3, EEG T4, EEG T5, EEG T6, EEG Fz, EEG Cz, EEG Pz, EEG Oz]",256.0
43,16351N0_Stade_dépistage-A.edf,6,"[EMG emg1-emg2, EMG emg2-emg3, EMG emg1-emg3, EEG C4, EEG C3, EEG O2]",256.0
44,16469NS_Stade_experiimental-SJ.edf,25,"[EEG Fp1, EEG Fp2, EEG F7, EEG F8, EEG F3, EEG F4, EEG T3, EEG T4, EEG C3, EEG C4, EEG T5, EEG T6, EEG P3, EEG P4, EEG O1, EEG O2, EEG Fz, EEG Cz, EEG Pz, EEG Oz, EEG A2, EMG emg1, EMG emg2, EMG emg3, ECG ecg1]",256.0
45,16351NOB_Stade_dépistage-A.edf,6,"[EMG emg1-emg2, EMG emg2-emg3, EMG emg1-emg3, EEG C4, EEG C3, EEG O2]",256.0
46,16351NS_Stade_experimental-A.edf,21,"[EEG Fp1, EEG Fp2, EEG F3, EMG EMG, EEG F4, EEG F7, EEG F8, EEG C3, EEG C4, EEG P3, EEG P4, EEG O1, EEG O2, EEG T3, EEG T4, EEG T5, EEG T6, EEG Fz, EEG Cz, EEG Pz, EEG Oz]",256.0
47,16471N0S_Stade_dépistage.edf,11,"[EMG emg1, EMG emg2, EMG emg3, EEG C4, EEG C3, EEG O2, EEG O1, ECG ecg1, ECG ecg2, ECG ECG3, EEG F3]",512.0
48,16363N0_Stade_dépistage-A.edf,6,"[EMG emg1-emg2, EMG emg2-emg3, EMG emg1-emg3, EEG C4, EEG C3, EEG O2]",256.0
49,16363NS_Stade_experimental-A.edf,21,"[EMG EMG, EEG Fp1, EEG Fp2, EEG F3, EEG F4, EEG F7, EEG F8, EEG C3, EEG C4, EEG P3, EEG P4, EEG O1, EEG O2, EEG T3, EEG T4, EEG T5, EEG T6, EEG Fz, EEG Cz, EEG Pz, EEG Oz]",256.0
50,16471NS_Stade_Expérimental2011.edf,24,"[EEG Fp1-OL, EEG Fp2-OL, EEG F7-OL, EEG F8-OL, EEG F3-OL, EEG F4-OL, EEG T3-OL, EEG T4-OL, EEG C3-OL, EEG C4-OL, EEG T5-OL, EEG T6-OL, EEG P3-OL, EEG P4-OL, EEG O1-OL, EEG O2-OL, EEG Fz-OL, EEG Cz-OL, EEG Pz-OL, EEG Oz-OL, EMG emg1, EMG emg2, EMG emg3, ECG ecg1]",512.0
51,16366N0_Stade_dépistage-A.edf,6,"[EMG emg1-emg2, EMG emg2-emg3, EMG emg1-emg3, EEG C4, EEG C3, EEG O2]",256.0
52,16366NS_Stade_experimental-A.edf,21,"[EEG Fp1, EEG Fp2, EEG F3, EEG F4, EEG F7, EEG F8, EEG C3, EEG C4, EEG P3, EEG P4, EEG O1, EEG O2, EEG T3, EEG T4, EEG T5, EEG T6, EEG Fz, EEG Cz, EEG Pz, EEG Oz, EMG EMG]",256.0
53,16472N0S_Stade_dépistage.edf,11,"[EMG emg1, EMG emg2, EMG emg3, EEG C4, EEG C3, EEG O2, EEG O1, ECG ecg1, ECG ecg2, ECG ECG3, EEG F3]",512.0
54,16382N0_Stade_dépistage-A.edf,6,"[EMG emg1-emg2, EMG emg2-emg3, EMG emg1-emg3, EEG C4, EEG C3, EEG O2]",256.0
55,16382NS_Stade_experimental-A.edf,21,"[EEG Fp1, EEG Fp2, EEG F3, EEG F4, EEG F7, EEG F8, EEG C3, EEG C4, EEG P3, EEG P4, EEG O1, EEG O2, EEG T3, EEG T4, EEG T5, EEG T6, EEG Fz, EEG Cz, EEG Pz, EEG Oz, EMG EMG]",256.0
56,16472NS_Stade_experiimental-SJ.edf,25,"[EEG Fp1, EEG Fp2, EEG F7, EEG F8, EEG F3, EEG F4, EEG T3, EEG T4, EEG C3, EEG C4, EEG T5, EEG T6, EEG P3, EEG P4, EEG O1, EEG O2, EEG Fz, EEG Cz, EEG Pz, EEG Oz, EEG A2, EMG emg1, EMG emg2, EMG emg3, ECG ecg1]",256.0
57,16385N0_Stade_dépistage-A.edf,6,"[EMG emg1-emg2, EMG emg2-emg3, EMG emg1-emg3, EEG C4, EEG C3, EEG O2]",256.0
58,16385NS_Stade_experimental-A.edf,21,"[EEG Fp1, EEG Fp2, EEG F3, EEG F4, EEG F7, EEG F8, EEG C3, EEG C4, EEG P3, EEG P4, EEG O1, EEG O2, EEG T3, EEG T4, EEG T5, EEG T6, EEG Fz, EEG Cz, EEG Pz, EEG Oz, EMG EMG]",256.0
59,16473N0S_Stade_dépistage.edf,11,"[EMG emg1, EMG emg2, EMG emg3, EEG C4, EEG C3, EEG O2, EEG O1, ECG ecg1, ECG ecg2, ECG ECG3, EEG F3]",512.0
60,16385NS1_Stade_experimental-A.edf,21,"[EEG Fp1, EEG Fp2, EEG F3, EEG F4, EEG F7, EEG F8, EEG C3, EEG C4, EEG P3, EEG P4, EEG O1, EEG O2, EEG T3, EEG T4, EEG T5, EEG T6, EEG Fz, EEG Cz, EEG Pz, EEG Oz, EMG EMG]",256.0
61,16385NS2_Stade_experimental-A.edf,21,"[EEG Fp1, EEG Fp2, EEG F3, EEG F4, EEG F7, EEG F8, EEG C3, EEG C4, EEG P3, EEG P4, EEG O1, EEG O2, EEG T3, EEG T4, EEG T5, EEG T6, EEG Fz, EEG Cz, EEG Pz, EEG Oz, EMG EMG]",256.0
62,16473NS_Stade_experiimental-SJ.edf,25,"[EEG Fp1, EEG Fp2, EEG F7, EEG F8, EEG F3, EEG F4, EEG T3, EEG T4, EEG C3, EEG C4, EEG T5, EEG T6, EEG P3, EEG P4, EEG O1, EEG O2, EEG Fz, EEG Cz, EEG Pz, EEG Oz, EEG A2, EMG emg1, EMG emg2, EMG emg3, ECG ecg1]",256.0
63,16401N0_Stade_dépistage-A.edf,5,"[EEG F4, EEG F3, EEG C4, EEG C3, EEG O2]",256.0
64,16401NS_Stade_experimental-A.edf,21,"[EEG Fp1, EEG Fp2, EEG F3, EMG EMG, EEG F4, EEG F7, EEG F8, EEG C3, EEG C4, EEG P3, EEG P4, EEG O1, EEG O2, EEG T3, EEG T4, EEG T5, EEG T6, EEG Fz, EEG Cz, EEG Pz, EEG Oz]",256.0
65,16474N0S_Stade_dépistage.edf,11,"[EMG emg1, EMG emg2, EMG emg3, EEG C4, EEG C3, EEG O2, EEG O1, ECG ecg1, ECG ecg2, ECG ECG3, EEG F3]",512.0
66,16402N0_Stade_dépistage-A.edf,5,"[EEG F4, EEG F3, EEG C4, EEG C3, EEG O2]",256.0
67,16402NS_Stade_experimental-A.edf,21,"[EEG Fp1, EEG Fp2, EEG F3, EEG F4, EEG F7, EEG F8, EEG C3, EEG C4, EEG P3, EEG P4, EEG O1, EEG O2, EEG T3, EEG T4, EEG T5, EEG T6, EEG Fz, EEG Cz, EEG Pz, EEG Oz, EMG EMG]",256.0
68,16474NS_Stade_experiimental-SJ.edf,25,"[EEG Fp1, EEG Fp2, EEG F7, EEG F8, EEG F3, EEG F4, EEG T3, EEG T4, EEG C3, EEG C4, EEG T5, EEG T6, EEG P3, EEG P4, EEG O1, EEG O2, EEG Fz, EEG Cz, EEG Pz, EEG Oz, EEG A2, EMG emg1, EMG emg2, EMG emg3, ECG ecg1]",256.0
69,16412N0_Stade_dépistage-A.edf,5,"[EEG F4, EEG F3, EEG C4, EEG C3, EEG O2]",256.0
70,16412NS_Stade_experimental-A.edf,21,"[EEG Fp1, EEG Fp2, EEG F3, EMG EMG, EEG F4, EEG F7, EEG F8, EEG C3, EEG C4, EEG P3, EEG P4, EEG O1, EEG O2, EEG T3, EEG T4, EEG T5, EEG T6, EEG Fz, EEG Cz, EEG Pz, EEG Oz]",256.0
71,16474NS2_Stade_experiimental-SJ.edf,25,"[EEG Fp1, EEG Fp2, EEG F7, EEG F8, EEG F3, EEG F4, EEG T3, EEG T4, EEG C3, EEG C4, EEG T5, EEG T6, EEG P3, EEG P4, EEG O1, EEG O2, EEG Fz, EEG Cz, EEG Pz, EEG Oz, EEG A2, EMG emg1, EMG emg2, EMG emg3, ECG ecg1]",256.0
72,16414N0_Stade_dépistage-A.edf,5,"[EEG F4, EEG F3, EEG C4, EEG C3, EEG O2]",256.0
73,16414NS_Stade_experimental-A.edf,21,"[EEG Fp1, EEG Fp2, EEG F3, EEG F4, EEG F7, EEG F8, EEG C3, EEG C4, EEG P3, EEG P4, EEG O1, EEG O2, EEG T3, EEG T4, EEG T5, EEG T6, EEG Fz, EEG Cz, EEG Pz, EEG Oz, EMG EMG]",256.0
74,16476N0S_Stade_dépistage.edf,11,"[EMG emg1, EMG emg2, EMG emg3, EEG C4, EEG C3, EEG O2, EEG O1, ECG ecg1, ECG ecg2, ECG ECG3, EEG F3]",512.0
75,16417N0_Stade_dépistage-A.edf,5,"[EEG F4, EEG F3, EEG C4, EEG C3, EEG O2]",256.0
76,16417N0S_Stade_dépistage-A.edf,5,"[EEG F4, EEG F3, EEG C4, EEG C3, EEG O2]",256.0
77,16476NS_Stade_experiimental-SJ.edf,25,"[EEG Fp1, EEG Fp2, EEG F7, EEG F8, EEG F3, EEG F4, EEG T3, EEG T4, EEG C3, EEG C4, EEG T5, EEG T6, EEG P3, EEG P4, EEG O1, EEG O2, EEG Fz, EEG Cz, EEG Pz, EEG Oz, EEG A2, EMG emg1, EMG emg2, EMG emg3, ECG ecg1]",256.0
78,16417NS_Stade_experimental-A.edf,21,"[EEG Fp1, EEG Fp2, EEG F3, EMG EMG, EEG F4, EEG F7, EEG F8, EEG C3, EEG C4, EEG P3, EEG P4, EEG O1, EEG O2, EEG T3, EEG T4, EEG T5, EEG T6, EEG Fz, EEG Cz, EEG Pz, EEG Oz]",256.0
79,16419N0_Stade_dépistage-A.edf,5,"[EEG F4, EEG F3, EEG C4, EEG C3, EEG O2]",256.0
80,16480N00_Stade_dépistage.edf,11,"[EMG emg1, EMG emg2, EMG emg3, EEG C4, EEG C3, EEG O2, EEG O1, ECG ecg1, ECG ecg2, ECG ECG3, EEG F3]",512.0
81,16419NS_Stade_experimental-A.edf,21,"[EEG Fp1, EEG Fp2, EEG F3, EEG F4, EEG F7, EEG F8, EEG C3, EEG C4, EEG P3, EEG P4, EEG O1, EEG O2, EEG T3, EEG T4, EEG T5, EEG T6, EEG Fz, EEG Cz, EEG Pz, EEG Oz, EMG EMG]",256.0
82,16423N0_Stade_dépistage-A.edf,5,"[EEG F4, EEG F3, EEG C4, EEG C3, EEG O2]",256.0
83,16423NS 16423NS 2009-11-06 23H09M_Stade_experimental-A.edf,21,"[EEG Fp1, EEG Fp2, EEG F3, EEG F4, EEG F7, EEG F8, EEG C3, EEG C4, EEG P3, EEG P4, EEG O1, EEG O2, EEG T3, EEG T4, EEG T5, EEG T6, EEG Fz, EEG Cz, EEG Pz, EEG Oz, EMG EMG]",256.0
84,16424  2009-09-24 23H38M_Stade_dépistage-A.edf,5,"[EEG F4, EEG F3, EEG C4, EEG C3, EEG O2]",256.0
85,16480NS_Stade_Expérimental2011.edf,24,"[EEG Fp1-OL, EEG Fp2-OL, EEG F7-OL, EEG F8-OL, EEG F3-OL, EEG F4-OL, EEG T3-OL, EEG T4-OL, EEG C3-OL, EEG C4-OL, EEG T5-OL, EEG T6-OL, EEG P3-OL, EEG P4-OL, EEG O1-OL, EEG O2-OL, EEG Fz-OL, EEG Cz-OL, EEG Pz-OL, EEG Oz-OL, EMG emg1, EMG emg2, EMG emg3, ECG ecg1]",512.0
86,16424NS  2009-10-15 23H29M_Stade_experimental-A.edf,21,"[EEG Fp1, EEG Fp2, EEG F3, EEG F4, EEG F7, EEG F8, EEG C3, EEG C4, EEG P3, EEG P4, EEG O1, EEG O2, EEG T3, EEG T4, EEG T5, EEG T6, EEG Fz, EEG Cz, EEG Pz, EEG Oz, EMG EMG]",256.0
87,16425N0_Stade_dépistage-A.edf,5,"[EEG F4, EEG F3, EEG C4, EEG C3, EEG O2]",256.0
88,16481N0S_Stade_dépistage.edf,11,"[EMG emg1, EMG emg2, EMG emg3, EEG C4, EEG C3, EEG O2, EEG O1, ECG ecg1, ECG ecg2, ECG ECG3, EEG F3]",512.0
89,16425N0SR_Stade_dépistage-A.edf,5,"[EEG F4, EEG F3, EEG C4, EEG C3, EEG O2]",256.0
90,16425NS  2009-10-23 22H06M_Stade_experimental-A.edf,21,"[EEG Fp1, EEG Fp2, EEG F3, EEG F4, EEG F7, EEG F8, EEG C3, EEG C4, EEG P3, EEG P4, EEG O1, EEG O2, EEG T3, EEG T4, EEG T5, EEG T6, EEG Fz, EEG Cz, EEG Pz, EEG Oz, EMG EMG]",256.0
91,16481NS_Stade_experiimental-SJ.edf,25,"[EEG Fp1, EEG Fp2, EEG F7, EEG F8, EEG F3, EEG F4, EEG T3, EEG T4, EEG C3, EEG C4, EEG T5, EEG T6, EEG P3, EEG P4, EEG O1, EEG O2, EEG Fz, EEG Cz, EEG Pz, EEG Oz, EEG A2, EMG emg1, EMG emg2, EMG emg3, ECG ecg1]",256.0
92,16432  2010-01-31 22H27M_Stade_dépistage.edf,11,"[EMG emg1, EMG emg2, EMG emg3, EEG C4, EEG C3, EEG O2, EEG O1, ECG ecg1, ECG ecg2, ECG ECG3, EEG F3]",512.0
93,16492N0_Stade_dépistage.edf,11,"[EMG emg1, EMG emg2, EMG emg3, EEG C4, EEG C3, EEG O2, EEG O1, ECG ecg1, ECG ecg2, ECG ECG3, EEG F3]",512.0
94,16432NS2_Stade_experiimental-SJ.edf,25,"[EEG Fp1, EEG Fp2, EEG F7, EEG F8, EEG F3, EEG F4, EEG T3, EEG T4, EEG C3, EEG C4, EEG T5, EEG T6, EEG P3, EEG P4, EEG O1, EEG O2, EEG Fz, EEG Cz, EEG Pz, EEG Oz, EEG A2, EMG emg1, EMG emg2, EMG emg3, ECG ecg1]",256.0
95,16434N0S_Stade_dépistage_1.edf,11,"[EMG emg1, EMG emg2, EMG emg3, EEG C4, EEG C3, EEG O2, EEG O1, ECG ecg1, ECG ecg2, ECG ECG3, EEG F3]",512.0
96,16492NS_Stade_Expérimental2011.edf,24,"[EEG Fp1-OL, EEG Fp2-OL, EEG F7-OL, EEG F8-OL, EEG F3-OL, EEG F4-OL, EEG T3-OL, EEG T4-OL, EEG C3-OL, EEG C4-OL, EEG T5-OL, EEG T6-OL, EEG P3-OL, EEG P4-OL, EEG O1-OL, EEG O2-OL, EEG Fz-OL, EEG Cz-OL, EEG Pz-OL, EEG Oz-OL, EMG emg1, EMG emg2, EMG emg3, ECG ecg1]",512.0
97,16434N0S_Stade_dépistage_2.edf,11,"[EMG emg1, EMG emg2, EMG emg3, EEG C4, EEG C3, EEG O2, EEG O1, ECG ecg1, ECG ecg2, ECG ECG3, EEG F3]",512.0
98,16434NS_Stade_experiimental-SJ.edf,25,"[EEG Fp1, EEG Fp2, EEG F7, EEG F8, EEG F3, EEG F4, EEG T3, EEG T4, EEG C3, EEG C4, EEG T5, EEG T6, EEG P3, EEG P4, EEG O1, EEG O2, EEG Fz, EEG Cz, EEG Pz, EEG Oz, EEG A2, EMG emg1, EMG emg2, EMG emg3, ECG ecg1]",256.0
99,16493N0S_Stade_dépistage.edf,11,"[EMG emg1, EMG emg2, EMG emg3, EEG C4, EEG C3, EEG O2, EEG O1, ECG ecg1, ECG ecg2, ECG ECG3, EEG F3]",512.0
100,16436N0S_Stade_dépistage.edf,11,"[EMG emg1, EMG emg2, EMG emg3, EEG C4, EEG C3, EEG O2, EEG O1, ECG ecg1, ECG ecg2, ECG ECG3, EEG F3]",512.0
101,16436NS_Stade_experiimental-SJ.edf,25,"[EEG Fp1, EEG Fp2, EEG F7, EEG F8, EEG F3, EEG F4, EEG T3, EEG T4, EEG C3, EEG C4, EEG T5, EEG T6, EEG P3, EEG P4, EEG O1, EEG O2, EEG Fz, EEG Cz, EEG Pz, EEG Oz, EEG A2, EMG emg1, EMG emg2, EMG emg3, ECG ecg1]",256.0
102,16493NS_Stade_Expérimental2011.edf,24,"[EEG Fp1-OL, EEG Fp2-OL, EEG F7-OL, EEG F8-OL, EEG F3-OL, EEG F4-OL, EEG T3-OL, EEG T4-OL, EEG C3-OL, EEG C4-OL, EEG T5-OL, EEG T6-OL, EEG P3-OL, EEG P4-OL, EEG O1-OL, EEG O2-OL, EEG Fz-OL, EEG Cz-OL, EEG Pz-OL, EEG Oz-OL, EMG emg1, EMG emg2, EMG emg3, ECG ecg1]",512.0
103,16438N0S_Stade_dépistage.edf,11,"[EMG emg1, EMG emg2, EMG emg3, EEG C4, EEG C3, EEG O2, EEG O1, ECG ecg1, ECG ecg2, ECG ECG3, EEG F3]",512.0
